-8.743909,115.206602
-9.187095,115.809653
-9.630281,116.412704
-10.073467,116.412704
-10.516653,117.618806
-10.516653,117.718806
-10.586653,117.648806
-10.516653,117.658806
-10.586653,117.668806
-10.516653,117.618806
-10.516653,117.718806
-10.586653,117.648806
-10.516653,117.658806
-10.586653,117.668806
-10.516653,117.618806
-10.516653,117.718806
-10.586653,117.648806
-10.516653,117.658806
-10.586653,117.668806
-10.516653,117.618806
-10.516653,117.718806
-10.586653,117.648806
-10.516653,117.658806
-10.586653,117.668806
-10.516653,117.618806
-10.516653,117.718806
-10.586653,117.648806
-10.516653,117.658806
-10.586653,117.668806
-10.516653,117.618806
-10.516653,117.718806
-10.586653,117.648806
-10.516653,117.658806
-10.586653,117.668806
-10.516653,117.618806
-10.516653,117.718806
-10.586653,117.648806
-10.516653,117.658806
-10.586653,117.668806
-10.516653,117.618806
-10.516653,117.718806
-10.586653,117.648806
-10.516653,117.658806
-10.586653,117.668806
-10.516653,117.618806
-10.516653,117.718806
-10.586653,117.648806
-10.516653,117.658806
-10.586653,117.668806
-10.516653,117.618806
-10.516653,117.718806
-10.586653,117.648806
-10.516653,117.658806
-10.586653,117.668806
-10.516653,117.618806
-10.516653,117.718806
-10.586653,117.648806
-10.516653,117.658806
-10.586653,117.668806
-10.516653,117.618806
-10.516653,117.718806
-10.586653,117.648806
-10.516653,117.658806
-10.586653,117.668806
-10.516653,117.618806
-10.516653,117.718806
-10.586653,117.648806
-10.516653,117.658806
-10.586653,117.668806
-10.516653,117.618806
-10.516653,117.718806
-10.586653,117.648806
-10.516653,117.658806
-10.586653,117.668806
-11.09204,117.129467
-11.597427,116.59012
-12.102814,116.050789
-12.6082,115.511449
-13.113587,114.97211
-13.618974,114.432771
-13.618974,114.532771
-13.688974,114.462771
-13.618974,114.472771
-13.688974,114.482771
-13.618974,114.432771
-13.618974,114.532771
-13.688974,114.462771
-13.618974,114.472771
-13.688974,114.482771
-13.618974,114.432771
-13.618974,114.532771
-13.688974,114.462771
-13.618974,114.472771
-13.688974,114.482771
-13.618974,114.432771
-13.618974,114.532771
-13.688974,114.462771
-13.618974,114.472771
-13.688974,114.482771
-13.618974,114.432771
-13.618974,114.532771
-13.688974,114.462771
-13.618974,114.472771
-13.688974,114.482771
-13.618974,114.432771
-13.618974,114.532771
-13.688974,114.462771
-13.618974,114.472771
-13.688974,114.482771
-13.618974,114.432771
-13.618974,114.532771
-13.688974,114.462771
-13.618974,114.472771
-13.688974,114.482771
-13.618974,114.432771
-13.618974,114.532771
-13.688974,114.462771
-13.618974,114.472771
-13.688974,114.482771
-13.618974,114.432771
-13.618974,114.532771
-13.688974,114.462771
-13.618974,114.472771
-13.688974,114.482771
-13.618974,114.432771
-13.618974,114.532771
-13.688974,114.462771
-13.618974,114.472771
-13.688974,114.482771
-13.618974,114.432771
-13.618974,114.532771
-13.688974,114.462771
-13.618974,114.472771
-13.688974,114.482771
-13.618974,114.432771
-13.618974,114.532771
-13.688974,114.462771
-13.618974,114.472771
-13.688974,114.482771
-13.618974,114.432771
-13.618974,114.532771
-13.688974,114.462771
-13.618974,114.472771
-13.688974,114.482771
-13.688974,114.482771
-13.618974,114.432771
-13.618974,114.532771
-13.688974,114.462771
-13.618974,114.472771
-13.251977,115.141889
-12.884981,115.851006
-12.517984,116.560124
-12.150987,117.269241
-11.78399,117.978359
-11.049997,119.396594
-10.683,120.105711
-10.316003,120.814829
-9.949007,121.523946
-9.58201,122.233064
-9.58201,122.333064
-9.65201,122.263064
-9.58201,122.273064
-9.65201,122.283064
-9.58201,122.233064
-9.58201,122.333064
-9.65201,122.263064
-9.58201,122.273064
-9.65201,122.283064
-9.58201,122.233064
-9.58201,122.333064
-9.65201,122.263064
-9.58201,122.273064
-9.65201,122.283064
-9.58201,122.233064
-9.58201,122.333064
-9.65201,122.263064
-9.58201,122.273064
-9.65201,122.283064
-9.58201,122.233064
-9.58201,122.333064
-9.65201,122.263064
-9.58201,122.273064
-9.65201,122.283064
-9.58201,122.233064
-9.58201,122.333064
-9.65201,122.263064
-9.58201,122.273064
-9.65201,122.283064
-9.58201,122.233064
-9.58201,122.333064
-9.65201,122.263064
-9.58201,122.273064
-9.65201,122.283064
-9.58201,122.233064
-9.58201,122.333064
-9.65201,122.263064
-9.58201,122.273064
-9.65201,122.283064
-9.58201,122.233064
-9.58201,122.333064
-9.65201,122.263064
-9.58201,122.273064
-9.65201,122.283064
-9.58201,122.233064
-9.58201,122.333064
-9.65201,122.263064
-9.58201,122.273064
-9.65201,122.283064
-9.58201,122.233064
-9.58201,122.333064
-9.65201,122.263064
-9.58201,122.273064
-9.65201,122.283064
-9.58201,122.233064
-9.58201,122.333064
-9.65201,122.263064
-9.58201,122.273064
-9.65201,122.283064
-9.58201,122.233064
-9.58201,122.333064
-9.65201,122.263064
-9.58201,122.273064
-9.65201,122.283064
-9.58201,122.233064
-9.58201,122.333064
-9.65201,122.263064
-9.58201,122.273064
-9.65201,122.283064
-9.306747,123.017213
-9.031484,123.585512
-8.75622,124.585512
-8.480957,125.369661
-7.697145,125.389803
-6.913334,125.409944
-6.129522,125.430086
-6.129522,125.530086
-6.199522,125.460086
-6.129522,125.470086
-6.199522,125.480086
-6.129522,125.430086
-6.129522,125.530086
-6.199522,125.460086
-6.129522,125.470086
-6.199522,125.480086
-6.129522,125.430086
-6.129522,125.530086
-6.199522,125.460086
-6.129522,125.470086
-6.199522,125.480086
-6.129522,125.430086
-6.129522,125.530086
-6.199522,125.460086
-6.129522,125.470086
-6.199522,125.480086
-6.129522,125.430086
-6.129522,125.530086
-6.199522,125.460086
-6.129522,125.470086
-6.199522,125.480086
-6.129522,125.430086
-6.129522,125.530086
-6.199522,125.460086
-6.129522,125.470086
-6.199522,125.480086
-6.129522,125.430086
-6.129522,125.530086
-6.199522,125.460086
-6.129522,125.470086
-6.199522,125.480086
-6.129522,125.430086
-6.129522,125.530086
-6.199522,125.460086
-6.129522,125.470086
-6.199522,125.480086
-6.129522,125.430086
-6.129522,125.530086
-6.199522,125.460086
-6.129522,125.470086
-6.199522,125.480086
-6.129522,125.430086
-6.129522,125.530086
-6.199522,125.460086
-6.129522,125.470086
-6.199522,125.480086
-6.129522,125.430086
-6.129522,125.530086
-6.199522,125.460086
-6.129522,125.470086
-6.199522,125.480086
-6.129522,125.430086
-6.129522,125.530086
-6.199522,125.460086
-6.129522,125.470086
-6.199522,125.480086
-6.129522,125.430086
-6.129522,125.530086
-6.199522,125.460086
-6.129522,125.470086
-6.199522,125.480086
-6.129522,125.430086
-6.129522,125.530086
-6.199522,125.460086
-6.129522,125.470086
-6.199522,125.480086
-6.157916,124.448641
-6.18631,123.467195
-6.214705,122.48575
-6.243099,121.504305
-6.271493,120.522859
-6.299887,119.541414
-6.328282,118.559969
-6.356676,117.578523
-7.17135,116.133586
-7.957629,115.670094
-8.743909,115.206602
